



2019-03-11 10:02:20.141303 Retorno metodo isPago:True, documento:369249  2019-03-08 00:00:00
2019-03-11 10:02:20.439396 Retorno metodo isPago:False, documento:369507  None
2019-03-11 10:02:20.751821 Retorno metodo isPago:False, documento:369647  None
2019-03-11 10:02:21.053313 Retorno metodo isPago:False, documento:368462  None
2019-03-11 10:02:21.377736 Retorno metodo isPago:False, documento:366752  None
2019-03-11 10:02:21.678539 Retorno metodo isPago:False, documento:368529  None
2019-03-11 10:02:21.986944 Retorno metodo isPago:False, documento:369459  None
2019-03-11 10:02:22.294159 Retorno metodo isPago:False, documento:368915  None
2019-03-11 10:02:22.602889 Retorno metodo isPago:False, documento:368691  None
2019-03-11 10:02:22.902572 Retorno metodo isPago:False, documento:368693  None
2019-03-11 10:02:23.206035 Retorno metodo isPago:False, documento:369460  None
2019-03-11 10:02:23.513285 Retorno metodo isPago:False, documento:369371  None
2019-03-11 10:02:23.809856 Retorno metodo isPago:False, documento:369268  None
2019-03-11 10:02:24.109943 Retorno metodo isPago:True, documento:369453  2019-03-08 00:00:00
2019-03-11 10:02:24.417433 Retorno metodo isPago:False, documento:369097  None
2019-03-11 10:02:24.726195 Retorno metodo isPago:True, documento:369326  2019-03-08 00:00:00
2019-03-11 10:02:25.028596 Retorno metodo isPago:False, documento:369370  None
2019-03-11 10:02:25.343742 Retorno metodo isPago:False, documento:368791  None
2019-03-11 10:02:25.645726 Retorno metodo isPago:True, documento:369194  2019-03-08 00:00:00
2019-03-11 10:02:25.943920 Retorno metodo isPago:True, documento:368788  2019-03-08 00:00:00
2019-03-11 10:02:26.251760 Retorno metodo isPago:True, documento:368674  2019-03-08 00:00:00
2019-03-11 10:02:26.578391 Retorno metodo isPago:False, documento:369449  None
2019-03-11 10:02:26.886312 Retorno metodo isPago:False, documento:367469  None
2019-03-11 10:02:27.186306 Retorno metodo isPago:False, documento:369229  None
2019-03-11 10:02:27.495033 Retorno metodo isPago:False, documento:369514  None
2019-03-11 10:02:27.803461 Retorno metodo isPago:False, documento:369064  None
2019-03-11 10:02:28.110556 Retorno metodo isPago:False, documento:369521  None
2019-03-11 10:02:28.418754 Retorno metodo isPago:False, documento:368811  None
2019-03-11 10:02:28.728544 Retorno metodo isPago:False, documento:368953  None
2019-03-11 10:02:29.021958 Retorno metodo isPago:False, documento:369530  None
2019-03-11 10:02:29.331514 Retorno metodo isPago:False, documento:369118  None
2019-03-11 10:02:29.647748 Retorno metodo isPago:False, documento:369219  None
2019-03-11 10:02:29.935527 Retorno metodo isPago:False, documento:369272  None
2019-03-11 10:02:30.244360 Retorno metodo isPago:False, documento:369275  None
2019-03-11 10:02:30.552908 Retorno metodo isPago:False, documento:369394  None
2019-03-11 10:02:30.878968 Retorno metodo isPago:False, documento:369694  None
2019-03-11 10:02:31.179205 Retorno metodo isPago:False, documento:369117  None
2019-03-11 10:02:31.480378 Retorno metodo isPago:False, documento:369056  None
2019-03-11 10:02:31.782224 Retorno metodo isPago:True, documento:368951  2019-03-08 00:00:00
2019-03-11 10:02:32.086304 Retorno metodo isPago:False, documento:369274  None
2019-03-11 10:02:32.386700 Retorno metodo isPago:False, documento:369153  None
2019-03-11 10:02:32.687435 Retorno metodo isPago:False, documento:366679  None
2019-03-11 10:02:33.003070 Retorno metodo isPago:False, documento:369690  None
2019-03-11 10:02:33.331088 Retorno metodo isPago:True, documento:368803  2019-03-08 00:00:00
2019-03-11 10:02:33.643319 Retorno metodo isPago:False, documento:369424  None
2019-03-11 10:02:33.965011 Retorno metodo isPago:False, documento:369271  None
2019-03-11 10:02:34.265801 Retorno metodo isPago:False, documento:369273  None
2019-03-11 10:02:34.574596 Retorno metodo isPago:False, documento:369650  None
2019-03-11 10:02:34.875336 Retorno metodo isPago:True, documento:369247  2019-03-08 00:00:00
2019-03-11 10:02:35.177344 Retorno metodo isPago:False, documento:365574  None
2019-03-11 10:02:35.483955 Retorno metodo isPago:True, documento:368287  2019-03-08 00:00:00
2019-03-11 10:02:35.787267 Retorno metodo isPago:False, documento:368313  None
2019-03-11 10:02:36.099566 Retorno metodo isPago:False, documento:368280  None
